period,respondent,respondent-name,type,type-name,value,value-units
2023-01-16T14,CISO,California Independent System Operator,D,Demand,20824,megawatthours
2023-01-16T15,CISO,California Independent System Operator,D,Demand,21965,megawatthours
2023-01-16T16,CISO,California Independent System Operator,D,Demand,23486,megawatthours
2023-01-16T17,CISO,California Independent System Operator,D,Demand,24357,megawatthours
2023-01-16T18,CISO,California Independent System Operator,D,Demand,24876,megawatthours
2023-01-16T19,CISO,California Independent System Operator,D,Demand,25454,megawatthours
2023-01-16T20,CISO,California Independent System Operator,D,Demand,24794,megawatthours
2023-01-16T21,CISO,California Independent System Operator,D,Demand,24309,megawatthours
2023-01-16T22,CISO,California Independent System Operator,D,Demand,24379,megawatthours
2023-01-16T23,CISO,California Independent System Operator,D,Demand,24158,megawatthours
2023-01-17T00,CISO,California Independent System Operator,D,Demand,24266,megawatthours
2023-01-17T01,CISO,California Independent System Operator,D,Demand,24823,megawatthours
2023-01-17T02,CISO,California Independent System Operator,D,Demand,26007,megawatthours
2023-01-17T03,CISO,California Independent System Operator,D,Demand,28333,megawatthours
2023-01-17T04,CISO,California Independent System Operator,D,Demand,28458,megawatthours
2023-01-17T05,CISO,California Independent System Operator,D,Demand,27882,megawatthours
2023-01-17T06,CISO,California Independent System Operator,D,Demand,27268,megawatthours
2023-01-17T07,CISO,California Independent System Operator,D,Demand,26310,megawatthours
2023-01-17T08,CISO,California Independent System Operator,D,Demand,24781,megawatthours
2023-01-17T09,CISO,California Independent System Operator,D,Demand,23115,megawatthours
2023-01-17T10,CISO,California Independent System Operator,D,Demand,22508,megawatthours
2023-01-17T11,CISO,California Independent System Operator,D,Demand,21967,megawatthours
2023-01-17T12,CISO,California Independent System Operator,D,Demand,21694,megawatthours
2023-01-17T13,CISO,California Independent System Operator,D,Demand,21724,megawatthours
2023-01-17T14,CISO,California Independent System Operator,D,Demand,21783,megawatthours
2023-01-17T15,CISO,California Independent System Operator,D,Demand,23149,megawatthours
2023-01-17T16,CISO,California Independent System Operator,D,Demand,25686,megawatthours
2023-01-17T17,CISO,California Independent System Operator,D,Demand,27269,megawatthours
2023-01-17T18,CISO,California Independent System Operator,D,Demand,27001,megawatthours
2023-01-17T19,CISO,California Independent System Operator,D,Demand,25847,megawatthours
2023-01-17T20,CISO,California Independent System Operator,D,Demand,24865,megawatthours
2023-01-17T21,CISO,California Independent System Operator,D,Demand,23992,megawatthours
2023-01-17T22,CISO,California Independent System Operator,D,Demand,23069,megawatthours
2023-01-17T23,CISO,California Independent System Operator,D,Demand,22581,megawatthours
2023-01-18T00,CISO,California Independent System Operator,D,Demand,22075,megawatthours
2023-01-18T01,CISO,California Independent System Operator,D,Demand,23073,megawatthours
2023-01-18T02,CISO,California Independent System Operator,D,Demand,25368,megawatthours
2023-01-18T03,CISO,California Independent System Operator,D,Demand,28036,megawatthours
2023-01-18T04,CISO,California Independent System Operator,D,Demand,28674,megawatthours
2023-01-18T05,CISO,California Independent System Operator,D,Demand,28329,megawatthours
2023-01-18T06,CISO,California Independent System Operator,D,Demand,27720,megawatthours
2023-01-18T07,CISO,California Independent System Operator,D,Demand,26934,megawatthours
2023-01-18T08,CISO,California Independent System Operator,D,Demand,25705,megawatthours
2023-01-18T09,CISO,California Independent System Operator,D,Demand,24189,megawatthours
2023-01-18T10,CISO,California Independent System Operator,D,Demand,23585,megawatthours
2023-01-18T11,CISO,California Independent System Operator,D,Demand,22930,megawatthours
2023-01-18T12,CISO,California Independent System Operator,D,Demand,22730,megawatthours
2023-01-18T13,CISO,California Independent System Operator,D,Demand,22326,megawatthours
2023-01-18T14,CISO,California Independent System Operator,D,Demand,22599,megawatthours
2023-01-18T15,CISO,California Independent System Operator,D,Demand,23960,megawatthours
2023-01-18T16,CISO,California Independent System Operator,D,Demand,26480,megawatthours
2023-01-18T17,CISO,California Independent System Operator,D,Demand,27750,megawatthours
2023-01-18T18,CISO,California Independent System Operator,D,Demand,27050,megawatthours
2023-01-18T19,CISO,California Independent System Operator,D,Demand,25453,megawatthours
2023-01-18T20,CISO,California Independent System Operator,D,Demand,24427,megawatthours
2023-01-18T21,CISO,California Independent System Operator,D,Demand,23435,megawatthours
2023-01-18T22,CISO,California Independent System Operator,D,Demand,23007,megawatthours
2023-01-18T23,CISO,California Independent System Operator,D,Demand,22583,megawatthours
2023-01-19T00,CISO,California Independent System Operator,D,Demand,22596,megawatthours
2023-01-19T01,CISO,California Independent System Operator,D,Demand,23710,megawatthours
2023-01-19T02,CISO,California Independent System Operator,D,Demand,25863,megawatthours
2023-01-19T03,CISO,California Independent System Operator,D,Demand,28099,megawatthours
2023-01-19T04,CISO,California Independent System Operator,D,Demand,28582,megawatthours
2023-01-19T05,CISO,California Independent System Operator,D,Demand,28163,megawatthours
2023-01-19T06,CISO,California Independent System Operator,D,Demand,27627,megawatthours
2023-01-19T07,CISO,California Independent System Operator,D,Demand,26748,megawatthours
2023-01-19T08,CISO,California Independent System Operator,D,Demand,25109,megawatthours
2023-01-19T09,CISO,California Independent System Operator,D,Demand,23714,megawatthours
2023-01-19T10,CISO,California Independent System Operator,D,Demand,23235,megawatthours
2023-01-19T11,CISO,California Independent System Operator,D,Demand,22483,megawatthours
2023-01-19T12,CISO,California Independent System Operator,D,Demand,22424,megawatthours
2023-01-19T13,CISO,California Independent System Operator,D,Demand,22516,megawatthours
2023-01-19T14,CISO,California Independent System Operator,D,Demand,22783,megawatthours
2023-01-19T15,CISO,California Independent System Operator,D,Demand,24234,megawatthours
2023-01-19T16,CISO,California Independent System Operator,D,Demand,26390,megawatthours
2023-01-19T17,CISO,California Independent System Operator,D,Demand,27622,megawatthours
2023-01-19T18,CISO,California Independent System Operator,D,Demand,26810,megawatthours
2023-01-19T19,CISO,California Independent System Operator,D,Demand,25990,megawatthours
2023-01-19T20,CISO,California Independent System Operator,D,Demand,25118,megawatthours
2023-01-19T21,CISO,California Independent System Operator,D,Demand,24081,megawatthours
2023-01-19T22,CISO,California Independent System Operator,D,Demand,23474,megawatthours
2023-01-19T23,CISO,California Independent System Operator,D,Demand,22952,megawatthours
2023-01-20T00,CISO,California Independent System Operator,D,Demand,22938,megawatthours
2023-01-20T01,CISO,California Independent System Operator,D,Demand,24320,megawatthours
2023-01-20T02,CISO,California Independent System Operator,D,Demand,26340,megawatthours
2023-01-20T03,CISO,California Independent System Operator,D,Demand,28476,megawatthours
2023-01-20T04,CISO,California Independent System Operator,D,Demand,29036,megawatthours
2023-01-20T05,CISO,California Independent System Operator,D,Demand,28462,megawatthours
2023-01-20T06,CISO,California Independent System Operator,D,Demand,27769,megawatthours
2023-01-20T07,CISO,California Independent System Operator,D,Demand,26894,megawatthours
2023-01-20T08,CISO,California Independent System Operator,D,Demand,25749,megawatthours
2023-01-20T09,CISO,California Independent System Operator,D,Demand,24094,megawatthours
2023-01-20T10,CISO,California Independent System Operator,D,Demand,23267,megawatthours
2023-01-20T11,CISO,California Independent System Operator,D,Demand,22766,megawatthours
2023-01-20T12,CISO,California Independent System Operator,D,Demand,22759,megawatthours
2023-01-20T13,CISO,California Independent System Operator,D,Demand,22557,megawatthours
2023-01-20T14,CISO,California Independent System Operator,D,Demand,22794,megawatthours
2023-01-20T15,CISO,California Independent System Operator,D,Demand,24189,megawatthours
2023-01-20T16,CISO,California Independent System Operator,D,Demand,26305,megawatthours
2023-01-20T17,CISO,California Independent System Operator,D,Demand,27521,megawatthours
2023-01-20T18,CISO,California Independent System Operator,D,Demand,26791,megawatthours
2023-01-20T19,CISO,California Independent System Operator,D,Demand,25346,megawatthours
2023-01-20T20,CISO,California Independent System Operator,D,Demand,23944,megawatthours
2023-01-20T21,CISO,California Independent System Operator,D,Demand,23151,megawatthours
2023-01-20T22,CISO,California Independent System Operator,D,Demand,22671,megawatthours
2023-01-20T23,CISO,California Independent System Operator,D,Demand,21936,megawatthours
2023-01-21T00,CISO,California Independent System Operator,D,Demand,21487,megawatthours
2023-01-21T01,CISO,California Independent System Operator,D,Demand,22725,megawatthours
2023-01-21T02,CISO,California Independent System Operator,D,Demand,24770,megawatthours
2023-01-21T03,CISO,California Independent System Operator,D,Demand,27289,megawatthours
2023-01-21T04,CISO,California Independent System Operator,D,Demand,27875,megawatthours
2023-01-21T05,CISO,California Independent System Operator,D,Demand,27545,megawatthours
2023-01-21T06,CISO,California Independent System Operator,D,Demand,27096,megawatthours
2023-01-21T07,CISO,California Independent System Operator,D,Demand,26519,megawatthours
2023-01-21T08,CISO,California Independent System Operator,D,Demand,25719,megawatthours
2023-01-21T09,CISO,California Independent System Operator,D,Demand,24591,megawatthours
2023-01-21T10,CISO,California Independent System Operator,D,Demand,23512,megawatthours
2023-01-21T11,CISO,California Independent System Operator,D,Demand,22818,megawatthours
2023-01-21T12,CISO,California Independent System Operator,D,Demand,22140,megawatthours
2023-01-21T13,CISO,California Independent System Operator,D,Demand,21907,megawatthours
2023-01-21T14,CISO,California Independent System Operator,D,Demand,22179,megawatthours
2023-01-21T15,CISO,California Independent System Operator,D,Demand,22764,megawatthours
2023-01-21T16,CISO,California Independent System Operator,D,Demand,23595,megawatthours
2023-01-21T17,CISO,California Independent System Operator,D,Demand,24199,megawatthours
2023-01-21T18,CISO,California Independent System Operator,D,Demand,24214,megawatthours
2023-01-21T19,CISO,California Independent System Operator,D,Demand,22665,megawatthours
2023-01-21T20,CISO,California Independent System Operator,D,Demand,21497,megawatthours
2023-01-21T21,CISO,California Independent System Operator,D,Demand,20201,megawatthours
2023-01-21T22,CISO,California Independent System Operator,D,Demand,19557,megawatthours
2023-01-21T23,CISO,California Independent System Operator,D,Demand,19153,megawatthours
2023-01-22T00,CISO,California Independent System Operator,D,Demand,19376,megawatthours
2023-01-22T01,CISO,California Independent System Operator,D,Demand,20467,megawatthours
2023-01-22T02,CISO,California Independent System Operator,D,Demand,22613,megawatthours
2023-01-22T03,CISO,California Independent System Operator,D,Demand,25387,megawatthours
2023-01-22T04,CISO,California Independent System Operator,D,Demand,26309,megawatthours
2023-01-22T05,CISO,California Independent System Operator,D,Demand,25913,megawatthours
2023-01-22T06,CISO,California Independent System Operator,D,Demand,25591,megawatthours
